year,month,province_ifls1,district_ifls1,province,district,district_name,precip_cm,lat,lon
1956,5,13.0,2.0,13.0,3.0,solok,11.24,-1.25,100.75
1956,5,73.0,12.0,73.0,12.0,soppeng,35.41,-4.25,119.75
1956,5,82.0,6.0,,,sorong,34.45,-0.75,132.25
1956,5,33.0,14.0,33.0,14.0,sragen,9.79,-7.25,111.25
1956,5,32.0,15.0,32.0,15.0,subang,14.539999,-6.25,107.75
1956,5,32.0,4.0,32.0,4.0,sukabumi,31.189999,-6.75,106.75
1956,5,32.0,72.0,32.0,72.0,sukabumi,31.189999,-6.75,106.75
1956,5,33.0,11.0,33.0,11.0,sukoharjo,14.85,-7.75,111.25
1956,5,53.0,1.0,53.0,,sumba barat,,-9.25,119.25
1956,5,53.0,2.0,53.0,2.0,sumba timur,3.6,-9.75,120.25
1956,5,52.0,4.0,52.0,4.0,sumbawa,9.2,-8.75,117.75
1956,5,32.0,13.0,32.0,13.0,sumedang,20.64,-6.75,107.75
1956,5,35.0,29.0,35.0,29.0,sumenep,,-6.75,114.25
1956,5,35.0,78.0,35.0,78.0,surabaya,,-6.75,112.75
1956,5,33.0,72.0,33.0,72.0,surakarta,12.5,-7.75,110.75
1956,5,63.0,9.0,63.0,9.0,tabalong,26.189999,-2.25,115.25
1956,5,51.0,2.0,51.0,2.0,tabanan,13.219999,-8.25,115.25
1956,5,73.0,5.0,73.0,5.0,takalar,,-5.25,119.25
1956,5,73.0,18.0,73.0,18.0,tana toraja,28.529999,-2.75,119.75
1956,5,13.0,4.0,13.0,5.0,tanah datar,11.969999,-0.25,100.25
1956,5,63.0,1.0,63.0,1.0,tanah laut,19.34,-3.75,114.75
1956,5,32.0,19.0,32.0,19.0,tangerang,12.92,-6.25,106.75
1956,5,32.0,75.0,32.0,75.0,tangerang,12.92,-6.25,106.75
1956,5,,,18.0,2.0,tanggamus,19.16,-5.25,104.75
1956,5,12.0,72.0,12.0,72.0,tanjung balai,21.02,2.75,99.75
1956,5,15.0,5.0,,,tanjung jabung,17.130001,-0.75,103.25
1956,5,,,15.0,7.0,tanjung jabung barat,12.92,-6.25,106.75
1956,5,,,15.0,6.0,tanjung jabung timur,12.92,-6.25,106.75
1956,5,12.0,2.0,12.0,3.0,tapanuli selatan,15.07,1.75,99.25
1956,5,12.0,3.0,12.0,4.0,tapanuli tengah,,1.75,98.75
1956,5,12.0,4.0,12.0,5.0,tapanuli utara,15.65,2.25,98.75
1956,5,63.0,5.0,63.0,5.0,tapin,29.51,-2.75,115.25
1956,5,,,64.0,73.0,tarakan,,3.25,117.75
1956,5,32.0,8.0,32.0,8.0,tasikmalaya,37.010002,-7.25,108.25
1956,5,12.0,74.0,12.0,74.0,tebing tinggi,23.57,3.25,99.25
1956,5,,,15.0,8.0,tebo,7.53,-7.75,112.75
1956,5,33.0,28.0,33.0,28.0,tegal,,-6.75,109.25
1956,5,33.0,76.0,33.0,76.0,tegal,,-6.75,109.25
1956,5,33.0,23.0,33.0,23.0,temanggung,16.560001,-7.25,110.25
1956,5,53.0,4.0,53.0,,timor tengah selatan,10.3,-9.75,124.25
1956,5,53.0,5.0,53.0,,timor tengah utara,8.75,-9.25,124.25
1956,5,,,12.0,6.0,toba samosir,22.15,2.75,99.25
1956,5,35.0,3.0,35.0,3.0,trenggalek,10.01,-8.25,111.75
1956,5,35.0,23.0,35.0,23.0,tuban,,-6.75,112.25
1956,5,,,18.0,8.0,tulangbawang,19.36,-4.25,105.75
1956,5,35.0,4.0,35.0,4.0,tulungagung,12.05,-8.25,112.25
1956,5,73.0,71.0,73.0,71.0,ujung pandang,,-5.25,119.25
1956,5,54.0,4.0,54.0,,vikeke,25.2,-8.75,126.75
1956,5,73.0,13.0,73.0,13.0,wajo,9.51,-4.25,120.25
1956,5,,,18.0,7.0,way kanan,27.670002,-4.75,104.25
1956,5,33.0,12.0,33.0,12.0,wonogiri,14.85,-7.75,111.25
1956,5,33.0,7.0,33.0,7.0,wonosobo,16.560001,-7.25,110.25
1956,5,82.0,8.0,92.0,4.0,yapen waropen,30.439999,-1.75,136.75
1956,5,34.0,71.0,34.0,71.0,yogyakarta,26.3,-7.75,110.25
1956,6,11.0,5.0,,,aceh barat,19.08,4.75,96.25
1956,6,11.0,6.0,,,aceh besar,,5.75,95.25
1956,6,11.0,1.0,11.0,3.0,aceh selatan,14.5199995,3.25,97.25
1956,6,,,11.0,2.0,aceh singkil,,2.25,97.75
1956,6,11.0,4.0,11.0,6.0,aceh tengah,11.82,3.75,97.25
1956,6,11.0,2.0,11.0,4.0,aceh tenggara,10.64,3.75,97.75
1956,6,11.0,3.0,11.0,5.0,aceh timur,13.88,4.75,97.75
1956,6,11.0,8.0,,,aceh utara,8.969999,5.25,96.75
1956,6,,,92.0,1.0,adm. mimika,,-4.75,136.25
1956,6,,,92.0,3.0,adm. paniai,25.039999,-3.25,136.75
1956,6,13.0,6.0,13.0,7.0,agam,12.1,-0.25,100.25
1956,6,54.0,9.0,54.0,,aileu,19.5,-8.75,125.75
1956,6,54.0,2.0,54.0,,ainaro,19.5,-8.75,125.75
1956,6,53.0,7.0,53.0,,alor,11.030001,-8.25,124.25
1956,6,54.0,13.0,54.0,,ambeno,3.5,-9.25,124.25
1956,6,81.0,71.0,81.0,71.0,ambon,,-3.75,128.25
1956,6,12.0,6.0,12.0,8.0,asahan,,3.25,99.75
1956,6,,,14.0,72.0,b a t a m,,1.25,104.25
1956,6,51.0,3.0,51.0,3.0,badung,8.51,-8.25,115.25
1956,6,64.0,71.0,64.0,71.0,balikpapan,18.77,-1.25,116.75
1956,6,11.0,71.0,,,banda aceh,,5.75,95.25
1956,6,18.0,71.0,18.0,71.0,bandar lampung,12.85,-5.25,105.25
1956,6,32.0,6.0,32.0,6.0,bandung,26.320002,-6.75,107.75
1956,6,32.0,73.0,32.0,73.0,bandung,26.320002,-6.75,107.75
1956,6,,,72.0,2.0,banggai,9.5,-0.75,123.25
1956,6,16.0,7.0,16.0,7.0,bangka,,-2.25,106.25
1956,6,35.0,26.0,35.0,26.0,bangkalan,,-6.75,112.75
1956,6,51.0,6.0,51.0,6.0,bangli,,-8.25,115.75
1956,6,63.0,3.0,63.0,3.0,banjar,23.48,-3.25,114.75
1956,6,,,63.0,30.0,banjar baru,23.48,-3.25,114.75
1956,6,63.0,71.0,63.0,71.0,banjarmasin,23.48,-3.25,114.75
1956,6,33.0,4.0,33.0,4.0,banjarnegara,31.61,-7.25,109.75
1956,6,73.0,3.0,73.0,3.0,bantaeng,27.720001,-5.25,119.75
1956,6,34.0,2.0,34.0,2.0,bantul,11.99,-7.75,110.75
1956,6,33.0,2.0,33.0,2.0,banyumas,35.82,-7.25,109.25
1956,6,35.0,10.0,35.0,10.0,banyuwangi,11.79,-8.25,114.25
1956,6,63.0,4.0,63.0,4.0,barito kuala,21.33,-2.75,114.75
1956,6,62.0,4.0,62.0,4.0,barito selatan,15.7300005,-1.75,114.75
1956,6,62.0,5.0,62.0,5.0,barito utara,13.81,-0.75,114.75
1956,6,73.0,10.0,73.0,10.0,barru,15.589999,-4.25,119.75
1956,6,14.0,72.0,14.0,72.0,batam,,1.25,104.25
1956,6,33.0,25.0,33.0,25.0,batang,,-6.75,109.75
1956,6,15.0,4.0,15.0,4.0,batang hari,21.380001,-1.75,103.75
1956,6,54.0,6.0,54.0,,baukau,27.59,-8.75,126.75
1956,6,32.0,18.0,32.0,18.0,bekasi,17.060001,-6.25,107.25
1956,6,16.0,8.0,16.0,8.0,belitung,,-2.75,108.25
1956,6,53.0,6.0,53.0,,belu,9.95,-9.25,124.75
1956,6,14.0,5.0,14.0,8.0,bengkalis,,1.75,101.75
1956,6,17.0,71.0,17.0,71.0,bengkulu,14.3,-3.75,102.25
1956,6,,,17.0,,bengkulu,14.3,-3.75,102.25
1956,6,17.0,2.0,17.0,2.0,bengkulu lebong,9.88,-3.25,102.75
1956,6,17.0,1.0,17.0,1.0,bengkulu selatan,11.13,-4.25,103.25
1956,6,17.0,3.0,17.0,3.0,bengkulu utara,13.58,-2.75,101.75
1956,6,64.0,3.0,64.0,5.0,berau,14.9800005,1.75,117.75
1956,6,82.0,9.0,92.0,5.0,biak numfor,,-0.75,136.25
1956,6,52.0,6.0,52.0,6.0,bima,,-8.25,118.75
1956,6,12.0,76.0,12.0,76.0,binjai,26.9,3.75,108.25
1956,6,,,11.0,10.0,bireuen,8.969999,5.25,96.75
1956,6,71.0,73.0,71.0,,bitung,,1.25,125.25
1956,6,35.0,5.0,35.0,5.0,blitar,12.8,-8.25,112.25
1956,6,35.0,72.0,35.0,72.0,blitar,12.8,-8.25,112.25
1956,6,33.0,16.0,33.0,16.0,blora,,-6.75,111.75
1956,6,54.0,12.0,54.0,,bobonaro,18.960001,-8.75,125.25
1956,6,32.0,3.0,32.0,3.0,bogor,21.59,-6.75,106.75
1956,6,32.0,71.0,32.0,71.0,bogor,21.59,-6.75,106.75
1956,6,35.0,22.0,35.0,22.0,bojonegoro,15.910001,-7.25,112.25
1956,6,71.0,2.0,71.0,,bolaang mengondow,22.93,0.75,124.25
1956,6,35.0,11.0,35.0,11.0,bondowoso,6.0,-7.75,114.25
1956,6,73.0,11.0,73.0,11.0,bone,26.65,-4.75,120.25
1956,6,33.0,9.0,33.0,9.0,boyolali,16.84,-7.75,110.25
1956,6,33.0,29.0,33.0,29.0,brebes,,-6.75,109.25
1956,6,13.0,75.0,13.0,75.0,bukittinggi,12.1,-0.25,100.25
1956,6,51.0,8.0,51.0,8.0,buleleng,8.51,-8.25,115.25
1956,6,64.0,4.0,64.0,,bulongan,18.15,0.25,114.75
1956,6,73.0,2.0,73.0,2.0,bulukumba,28.470001,-5.25,120.25
1956,6,,,15.0,9.0,bungo,12.2300005,-6.75,110.75
1956,6,15.0,2.0,15.0,,bungo tebo,9.95,-1.25,102.25
1956,6,72.0,4.0,72.0,,buol toli-toli,14.24,0.75,120.75
1956,6,74.0,1.0,74.0,1.0,buton,43.89,-5.25,122.75
1956,6,32.0,9.0,32.0,9.0,ciamis,27.02,-7.25,108.75
1956,6,32.0,5.0,32.0,5.0,cianjur,30.439999,-7.25,107.25
1956,6,33.0,1.0,33.0,1.0,cilacap,,-7.75,109.25
1956,6,,,32.0,78.0,cilegon,9.35,-6.25,106.25
1956,6,32.0,11.0,32.0,11.0,cirebon,,-6.75,108.75
1956,6,32.0,74.0,32.0,74.0,cirebon,,-6.75,108.75
1956,6,54.0,1.0,54.0,,cova lima,12.67,-9.25,125.25
1956,6,,,14.0,73.0,d u m a i,7.25,1.75,101.25
1956,6,12.0,8.0,12.0,10.0,dairi,4.9,2.75,98.25
1956,6,12.0,10.0,12.0,12.0,deli serdang,6.06,3.75,98.75
1956,6,33.0,21.0,33.0,21.0,demak,12.2300005,-6.75,110.75
1956,6,51.0,71.0,51.0,71.0,denpasar,,-8.75,115.25
1956,6,,,32.0,77.0,depok,8.76,-6.25,106.75
1956,6,54.0,8.0,54.0,,dilli,19.5,-8.75,125.75
1956,6,52.0,5.0,52.0,5.0,dompu,,-8.25,118.75
1956,6,72.0,3.0,72.0,5.0,donggala,,-0.75,120.25
1956,6,53.0,10.0,53.0,11.0,ende,,-8.25,121.75
1956,6,73.0,16.0,73.0,16.0,enrekang,18.17,-3.25,120.25
1956,6,54.0,11.0,54.0,,ermera,18.960001,-8.75,125.25
1956,6,82.0,5.0,,,fak-fak,30.210001,-3.75,134.75
1956,6,53.0,8.0,53.0,9.0,flores timur,6.3599997,-8.25,123.25
1956,6,32.0,7.0,32.0,7.0,garut,23.060001,-7.25,107.75
1956,6,51.0,4.0,51.0,4.0,gianyar,8.51,-8.25,115.25
1956,6,71.0,1.0,71.0,2.0,gorontalo,10.7,0.75,123.25
1956,6,71.0,71.0,71.0,2.0,gorontalo,10.7,0.75,123.25
1956,6,73.0,6.0,73.0,6.0,gowa,27.720001,-5.25,119.75
1956,6,35.0,25.0,35.0,25.0,gresik,9.24,-7.25,112.75
1956,6,33.0,15.0,33.0,15.0,grobogan,26.939999,-7.25,110.25
1956,6,34.0,3.0,34.0,3.0,gunung kidul,11.99,-7.75,110.75
1956,6,81.0,4.0,81.0,,halmahera tengah,,0.25,128.25
1956,6,63.0,6.0,63.0,6.0,hulu sei selatan,17.85,-2.75,115.25
1956,6,63.0,7.0,63.0,7.0,hulu sei tengah,17.85,-2.75,115.25
1956,6,63.0,8.0,63.0,8.0,hulu sei utara,15.58,-2.25,115.25
1956,6,14.0,2.0,14.0,3.0,indragiri hilir,,-0.25,103.75
1956,6,14.0,1.0,14.0,2.0,indragiri hulu,10.7,-0.25,102.25
1956,6,32.0,14.0,32.0,14.0,indramayu,,-6.25,108.25
1956,6,31.0,74.0,31.0,74.0,jakarta barat,8.76,-6.25,106.75
1956,6,31.0,73.0,31.0,73.0,jakarta pusat,8.76,-6.25,106.75
1956,6,31.0,71.0,31.0,71.0,jakarta selatan,8.76,-6.25,106.75
1956,6,31.0,72.0,31.0,72.0,jakarta timur,8.76,-6.25,106.75
1956,6,31.0,75.0,31.0,75.0,jakarta utara,8.76,-6.25,106.75
1956,6,15.0,71.0,15.0,71.0,jambi,21.380001,-1.75,103.75
1956,6,82.0,3.0,93.0,4.0,jayapura,11.780001,-2.75,139.75
1956,6,82.0,2.0,93.0,2.0,jayawijaya,15.95,-4.25,139.75
1956,6,35.0,9.0,35.0,9.0,jember,10.11,-8.25,113.75
1956,6,51.0,1.0,51.0,1.0,jembrana,10.190001,-8.25,114.75
1956,6,73.0,4.0,73.0,4.0,jeneponto,27.720001,-5.25,119.75
1956,6,33.0,20.0,33.0,20.0,jepara,,-6.25,110.75
1956,6,35.0,17.0,35.0,17.0,jombang,15.910001,-7.25,112.25
1956,6,14.0,4.0,14.0,6.0,kampar,14.06,0.25,101.75
1956,6,62.0,3.0,62.0,3.0,kapuas,26.4,-3.25,114.25
1956,6,61.0,6.0,61.0,,kapuas hulu,38.95,1.25,113.25
1956,6,51.0,7.0,51.0,7.0,karang asem,,-8.25,115.75
1956,6,33.0,13.0,33.0,13.0,karanganyar,16.84,-7.75,110.25
1956,6,32.0,17.0,32.0,17.0,karawang,17.060001,-6.25,107.25
1956,6,,,14.0,11.0,karimun,,1.25,103.25
1956,6,12.0,9.0,12.0,11.0,karo,6.79,3.25,98.25
1956,6,33.0,5.0,33.0,5.0,kebumen,33.22,-7.75,109.75
1956,6,35.0,6.0,35.0,6.0,kediri,16.07,-7.75,112.25
1956,6,35.0,71.0,35.0,71.0,kediri,16.07,-7.75,112.25
1956,6,33.0,24.0,33.0,24.0,kendal,,-6.75,110.25
1956,6,74.0,3.0,74.0,3.0,kendari,11.43,-3.75,122.25
1956,6,,,13.0,1.0,kepulauan mentawai,,-1.75,99.75
1956,6,14.0,3.0,14.0,10.0,kepulauan riau,17.560001,0.75,104.75
1956,6,15.0,1.0,15.0,1.0,kerinci,13.65,-2.25,101.25
1956,6,61.0,4.0,61.0,6.0,ketapang,42.579998,-1.25,110.75
1956,6,33.0,10.0,33.0,10.0,klaten,11.99,-7.75,110.75
1956,6,51.0,5.0,51.0,5.0,klungkung,,-8.25,115.75
1956,6,74.0,4.0,74.0,4.0,kolaka,9.8,-3.75,121.75
1956,6,63.0,2.0,63.0,2.0,kota baru,26.11,-2.75,116.25
1956,6,12.0,73.0,12.0,73.0,kota pematang siantar,6.75,2.75,99.25
1956,6,62.0,1.0,62.0,1.0,kotawaringin barat,37.620003,-2.25,111.75
1956,6,62.0,2.0,62.0,2.0,kotawaringin timur,39.620003,-2.75,112.75
1956,6,,,14.0,1.0,kuantan sengingi,12.36,-0.25,101.75
1956,6,33.0,19.0,33.0,19.0,kudus,14.610001,-6.75,111.25
1956,6,34.0,1.0,34.0,1.0,kulon progo,16.84,-7.75,110.25
1956,6,32.0,10.0,32.0,10.0,kuningan,,-6.75,108.75
1956,6,53.0,3.0,53.0,3.0,kupang,2.83,-9.75,123.75
1956,6,64.0,2.0,64.0,3.0,kutai,18.18,0.25,116.75
1956,6,,,64.0,2.0,kutai barat,17.15,-0.25,115.75
1956,6,,,64.0,4.0,kutai timur,26.91,1.25,116.75
1956,6,12.0,5.0,12.0,7.0,labuhan batu,21.53,2.25,99.75
1956,6,16.0,4.0,16.0,4.0,lahat,10.469999,-3.75,103.25
1956,6,35.0,24.0,35.0,24.0,lamongan,,-6.75,112.25
1956,6,18.0,4.0,18.0,1.0,lampung barat,12.99,-5.25,104.25
1956,6,18.0,1.0,18.0,3.0,lampung selatan,12.85,-5.25,105.25
1956,6,18.0,2.0,18.0,5.0,lampung tengah,15.0,-4.75,105.25
1956,6,,,18.0,4.0,lampung timur,13.780001,-4.75,105.75
1956,6,18.0,3.0,18.0,6.0,lampung utara,9.690001,-4.25,104.75
1956,6,12.0,11.0,12.0,13.0,langkat,11.2699995,3.75,98.25
1956,6,54.0,5.0,54.0,,lautem,,-8.25,126.75
1956,6,32.0,2.0,32.0,2.0,lebak,24.119999,-6.75,106.25
1956,6,54.0,10.0,54.0,,likuisa,,5.75,139.75
1956,6,13.0,7.0,13.0,8.0,lima puluh koto,15.210001,0.25,100.25
1956,6,52.0,1.0,52.0,1.0,lombok barat,,-8.25,116.25
1956,6,52.0,2.0,52.0,2.0,lombok tengah,12.469999,-8.75,116.25
1956,6,52.0,3.0,52.0,3.0,lombok timur,,-8.25,116.75
1956,6,35.0,8.0,35.0,8.0,lumajang,4.77,-8.25,113.25
1956,6,73.0,17.0,73.0,17.0,luwu,23.0,-2.25,120.75
1956,6,,,73.0,22.0,luwu utara,24.07,-2.75,120.25
1956,6,72.0,1.0,72.0,2.0,luwuk/banggai,9.5,-0.75,123.25
1956,6,35.0,19.0,35.0,19.0,madiun,15.24,-7.75,111.75
1956,6,35.0,77.0,35.0,77.0,madiun,15.24,-7.75,111.75
1956,6,33.0,8.0,33.0,8.0,magelang,26.939999,-7.25,110.25
1956,6,33.0,71.0,33.0,71.0,magelang,26.939999,-7.25,110.25
1956,6,35.0,20.0,35.0,20.0,magetan,15.24,-7.75,111.75
1956,6,32.0,12.0,32.0,12.0,majalengka,25.1,-6.75,108.25
1956,6,73.0,20.0,73.0,20.0,majene,,-3.75,118.75
1956,6,35.0,7.0,35.0,7.0,malang,12.5,-8.25,112.75
1956,6,35.0,73.0,35.0,73.0,malang,12.5,-8.25,112.75
1956,6,,,64.0,6.0,malinau,28.470001,3.75,116.75
1956,6,81.0,2.0,81.0,3.0,maluku tengah,18.95,-3.25,128.75
1956,6,81.0,1.0,81.0,2.0,maluku tenggara,,-7.25,131.75
1956,6,81.0,3.0,82.0,,maluku utara,,1.75,128.25
1956,6,73.0,21.0,73.0,21.0,mamuju,12.440001,-1.75,119.75
1956,6,71.0,72.0,71.0,,manado,31.27,1.25,124.75
1956,6,54.0,7.0,54.0,,manatuto,19.710001,-8.75,126.25
1956,6,,,12.0,2.0,mandailing natal,15.2300005,0.75,99.25
1956,6,53.0,12.0,53.0,,manggarai,,-8.25,120.25
1956,6,82.0,7.0,91.0,2.0,manokwari,,-1.25,134.25
1956,6,54.0,3.0,54.0,,manufahi,,5.75,139.75
1956,6,73.0,8.0,73.0,8.0,maros,19.869999,-4.75,119.75
1956,6,,,52.0,71.0,mataram,24.07,-2.75,120.25
1956,6,12.0,75.0,12.0,75.0,medan,6.06,3.75,98.75
1956,6,,,15.0,2.0,merangin,9.95,-1.25,102.25
1956,6,82.0,1.0,93.0,1.0,merauke,22.17,-6.75,139.25
1956,6,,,18.0,72.0,metro,12.85,-5.25,105.25
1956,6,71.0,3.0,71.0,4.0,minahasa,31.27,1.25,124.75
1956,6,35.0,16.0,35.0,16.0,mojokerto,9.24,-7.25,112.75
1956,6,35.0,76.0,35.0,76.0,mojokerto,9.24,-7.25,112.75
1956,6,,,72.0,3.0,morowali,15.25,-1.75,121.75
1956,6,16.0,3.0,16.0,3.0,muara enim,11.2699995,-3.75,103.75
1956,6,,,15.0,5.0,muaro jambi,21.78,-1.25,103.75
1956,6,74.0,2.0,74.0,2.0,muna,,-4.75,122.75
1956,6,16.0,6.0,16.0,6.0,musi banyu asin,15.33,-2.25,104.25
1956,6,16.0,5.0,16.0,5.0,musi rawas,11.719999,-2.75,102.75
1956,6,,,92.0,2.0,nabire,,-3.25,135.25
1956,6,53.0,11.0,53.0,12.0,ngada,,-8.25,121.25
1956,6,35.0,18.0,35.0,18.0,nganjuk,16.07,-7.75,112.25
1956,6,35.0,21.0,35.0,21.0,ngawi,18.75,-7.25,111.75
1956,6,12.0,1.0,12.0,1.0,nias,,1.25,97.75
1956,6,16.0,2.0,16.0,2.0,ogan komering ilir,15.99,-3.25,105.25
1956,6,16.0,1.0,16.0,1.0,ogan komering ulu,9.14,-4.25,104.25
1956,6,35.0,1.0,35.0,1.0,pacitan,7.1699996,-8.25,111.25
1956,6,13.0,71.0,13.0,71.0,padang,26.84,-0.75,100.25
1956,6,13.0,74.0,13.0,74.0,padang panjang,12.1,-0.25,100.25
1956,6,13.0,5.0,13.0,6.0,padang pariaman,26.84,-0.75,100.25
1956,6,62.0,71.0,62.0,71.0,palangka raya,23.52,-2.25,113.75
1956,6,16.0,71.0,16.0,71.0,palembang,15.42,-2.75,104.75
1956,6,,,72.0,71.0,palu,2.83,-0.75,119.75
1956,6,35.0,28.0,35.0,28.0,pamekasan,,-6.75,113.75
1956,6,32.0,1.0,32.0,1.0,pandeglang,63.03,-6.75,105.75
1956,6,73.0,9.0,73.0,9.0,pangkajene kepulauan,19.869999,-4.75,119.75
1956,6,16.0,72.0,16.0,72.0,pangkal pinang,,-2.25,106.25
1956,6,82.0,4.0,,,paniai,25.039999,-3.25,136.75
1956,6,73.0,72.0,73.0,72.0,pare-pare,15.589999,-4.25,119.75
1956,6,13.0,8.0,13.0,9.0,pasaman,15.68,0.25,99.75
1956,6,64.0,1.0,64.0,1.0,pasir,15.12,-1.75,116.25
1956,6,35.0,14.0,35.0,14.0,pasuruan,18.11,-7.75,112.75
1956,6,35.0,75.0,35.0,75.0,pasuruan,18.11,-7.75,112.75
1956,6,33.0,18.0,33.0,18.0,pati,14.610001,-6.75,111.25
1956,6,13.0,76.0,13.0,76.0,payakumbuh,5.94,-0.25,100.75
1956,6,33.0,26.0,33.0,26.0,pekalongan,,-6.75,109.75
1956,6,33.0,75.0,33.0,75.0,pekalongan,,-6.75,109.75
1956,6,14.0,71.0,14.0,71.0,pekan baru,15.6,0.75,101.25
1956,6,,,14.0,4.0,pelalawan,12.63,0.25,102.25
1956,6,33.0,27.0,33.0,27.0,pemalang,,-6.75,109.25
1956,6,,,12.0,73.0,pematang siantar,6.75,2.75,99.25
1956,6,13.0,1.0,13.0,2.0,pesisir selatan,38.510002,-1.25,100.75
1956,6,11.0,7.0,11.0,9.0,pidie,8.9,5.25,95.75
1956,6,73.0,15.0,73.0,15.0,pinrang,11.3,-3.75,119.75
1956,6,73.0,19.0,73.0,19.0,polewali mamasa,18.17,-3.25,119.25
1956,6,35.0,2.0,35.0,2.0,ponorogo,15.24,-7.75,111.75
1956,6,61.0,2.0,61.0,4.0,pontianak,18.86,0.25,109.25
1956,6,61.0,71.0,61.0,71.0,pontianak,18.86,0.25,109.25
1956,6,72.0,2.0,72.0,4.0,poso,16.560001,-1.25,121.25
1956,6,35.0,13.0,35.0,13.0,probolinggo,14.13,-7.75,113.25
1956,6,35.0,74.0,35.0,74.0,probolinggo,14.13,-7.75,113.25
1956,6,33.0,3.0,33.0,3.0,purbalingga,31.61,-7.25,109.75
1956,6,32.0,16.0,32.0,16.0,purwakarta,28.8,-6.75,107.25
1956,6,33.0,6.0,33.0,6.0,purworejo,16.84,-7.75,110.25
1956,6,,,17.0,2.0,rejang lebong,9.88,-3.25,102.75
1956,6,33.0,17.0,33.0,17.0,rembang,,-6.75,111.75
1956,6,,,14.0,9.0,rokan hilir,,1.75,124.75
1956,6,,,14.0,7.0,rokan hulu,13.88,0.75,100.25
1956,6,11.0,72.0,11.0,72.0,sabang,,5.75,95.25
1956,6,33.0,73.0,33.0,73.0,salatiga,18.67,-7.25,110.75
1956,6,64.0,72.0,64.0,72.0,samarinda,18.52,-0.25,117.25
1956,6,61.0,1.0,61.0,1.0,sambas,,1.75,109.25
1956,6,35.0,27.0,35.0,27.0,sampang,,-6.75,113.25
1956,6,61.0,3.0,61.0,5.0,sanggau,17.34,0.25,110.25
1956,6,71.0,4.0,71.0,,sangihe talaud,,3.75,126.25
1956,6,15.0,3.0,15.0,,sarko (sarolangun bangko),11.34,-2.25,102.75
1956,6,,,15.0,3.0,sarolangun,11.34,-2.25,102.75
1956,6,13.0,73.0,13.0,73.0,sawah lunto,18.57,-0.75,100.75
1956,6,13.0,3.0,13.0,4.0,sawahlunto/sijunjung,12.67,-0.75,101.25
1956,6,73.0,1.0,73.0,1.0,selayar,,-5.75,120.75
1956,6,33.0,22.0,33.0,22.0,semarang,18.67,-7.25,110.75
1956,6,33.0,74.0,33.0,74.0,semarang,18.67,-7.25,110.75
1956,6,32.0,20.0,32.0,20.0,serang,9.35,-6.25,106.25
1956,6,,,14.0,5.0,siak,15.6,0.75,101.25
1956,6,12.0,71.0,12.0,71.0,sibolga,,1.75,98.75
1956,6,73.0,14.0,73.0,14.0,sidenreng rappang,11.3,-3.75,119.75
1956,6,35.0,15.0,35.0,15.0,sidoarjo,9.24,-7.25,112.75
1956,6,53.0,9.0,53.0,10.0,sikka,,-8.25,122.25
1956,6,12.0,7.0,12.0,9.0,simalungun,6.75,2.75,99.25
1956,6,73.0,7.0,73.0,7.0,sinjai,28.470001,-5.25,120.25
1956,6,61.0,5.0,61.0,7.0,sintang,34.04,0.25,112.25
1956,6,35.0,12.0,35.0,12.0,situbondo,6.0,-7.75,114.25
1956,6,34.0,4.0,34.0,4.0,sleman,11.99,-7.75,110.75
1956,6,13.0,2.0,13.0,3.0,solok,38.510002,-1.25,100.75
1956,6,73.0,12.0,73.0,12.0,soppeng,15.589999,-4.25,119.75
1956,6,82.0,6.0,,,sorong,32.19,-0.75,132.25
1956,6,33.0,14.0,33.0,14.0,sragen,21.86,-7.25,111.25
1956,6,32.0,15.0,32.0,15.0,subang,27.25,-6.25,107.75
1956,6,32.0,4.0,32.0,4.0,sukabumi,21.59,-6.75,106.75
1956,6,32.0,72.0,32.0,72.0,sukabumi,21.59,-6.75,106.75
1956,6,33.0,11.0,33.0,11.0,sukoharjo,17.95,-7.75,111.25
1956,6,53.0,1.0,53.0,,sumba barat,,-9.25,119.25
1956,6,53.0,2.0,53.0,2.0,sumba timur,7.25,-9.75,120.25
1956,6,52.0,4.0,52.0,4.0,sumbawa,5.46,-8.75,117.75
1956,6,32.0,13.0,32.0,13.0,sumedang,26.320002,-6.75,107.75
1956,6,35.0,29.0,35.0,29.0,sumenep,,-6.75,114.25
1956,6,35.0,78.0,35.0,78.0,surabaya,,-6.75,112.75
1956,6,33.0,72.0,33.0,72.0,surakarta,11.99,-7.75,110.75
1956,6,63.0,9.0,63.0,9.0,tabalong,15.58,-2.25,115.25
1956,6,51.0,2.0,51.0,2.0,tabanan,8.51,-8.25,115.25
1956,6,73.0,5.0,73.0,5.0,takalar,,-5.25,119.25
1956,6,73.0,18.0,73.0,18.0,tana toraja,14.26,-2.75,119.75
1956,6,13.0,4.0,13.0,5.0,tanah datar,12.1,-0.25,100.25
1956,6,63.0,1.0,63.0,1.0,tanah laut,24.380001,-3.75,114.75
1956,6,32.0,19.0,32.0,19.0,tangerang,8.76,-6.25,106.75
1956,6,32.0,75.0,32.0,75.0,tangerang,8.76,-6.25,106.75
1956,6,,,18.0,2.0,tanggamus,14.43,-5.25,104.75
1956,6,12.0,72.0,12.0,72.0,tanjung balai,10.66,2.75,99.75
1956,6,15.0,5.0,,,tanjung jabung,14.2300005,-0.75,103.25
